URL	Question	Option A	Option B	Option C	Option D	GT	Prompt
https://attack.mitre.org/techniques/T1591/001	According to the text, which MITRE ATT&CK technique for Enterprise, related to gathering physical location information, is deemed difficult to mitigate with preventive controls due to its reliance on actions beyond typical enterprise defenses?	Phishing for Information (T1598)	Search Victim-Owned Websites (T1594)	Social Media (T1596)	Obtain Capabilities (T1588)	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the text, which MITRE ATT&CK technique for Enterprise, related to gathering physical location information, is deemed difficult to mitigate with preventive controls due to its reliance on actions beyond typical enterprise defenses? *Options:* A) Phishing for Information (T1598) B) Search Victim-Owned Websites (T1594) C) Social Media (T1596) D) Obtain Capabilities (T1588) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/001	The provided text cites "Magic Hound" as an example of adversaries leveraging physical location data. In the context of MITRE ATT&CK for Enterprise, this example best illustrates which adversary tactic?	Collection	Command and Control	Exfiltration	Defense Evasion	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* The provided text cites "Magic Hound" as an example of adversaries leveraging physical location data. In the context of MITRE ATT&CK for Enterprise, this example best illustrates which adversary tactic? *Options:* A) Collection B) Command and Control C) Exfiltration D) Defense Evasion *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/002	Given the MITRE ATT&CK framework for Enterprise, which technique is used by adversaries to gather information about an organization’s business relationships, potentially revealing supply chains and shipment paths?	T1592 - Gather Victim Host Information	T1589 - Gather Victim Network Information	T1590 - Gather Victim Org Information	T1587 - Develop Capabilities	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Given the MITRE ATT&CK framework for Enterprise, which technique is used by adversaries to gather information about an organization’s business relationships, potentially revealing supply chains and shipment paths? *Options:* A) T1592 - Gather Victim Host Information B) T1589 - Gather Victim Network Information C) T1590 - Gather Victim Org Information D) T1587 - Develop Capabilities *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/002	Considering the MITRE ATT&CK framework for Enterprise, which of the following techniques is NOT directly mentioned as a potential follow-up action after adversaries gather information about business relationships?	T1589 - Gather Victim Network Information	T1583 - Acquire Infrastructure	T1584 - Compromise Accounts	T1083 - File and Directory Discovery	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Considering the MITRE ATT&CK framework for Enterprise, which of the following techniques is NOT directly mentioned as a potential follow-up action after adversaries gather information about business relationships? *Options:* A) T1589 - Gather Victim Network Information B) T1583 - Acquire Infrastructure C) T1584 - Compromise Accounts D) T1083 - File and Directory Discovery *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/002	In the context of MITRE ATT&CK for Enterprise, which adversary group is specifically mentioned as having used open source information to identify relationships between organizations for targeting?	APT28	Dragonfly	Equation Group	Carbanak	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK for Enterprise, which adversary group is specifically mentioned as having used open source information to identify relationships between organizations for targeting? *Options:* A) APT28 B) Dragonfly C) Equation Group D) Carbanak *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/002	Based on the provided text and the MITRE ATT&CK framework for Enterprise, what is the primary mitigation strategy suggested for the technique of adversaries gathering information about business relationships?	Implement strong password policies and multi-factor authentication	Deploy intrusion detection systems and security information and event management (SIEM) tools	Minimize the amount and sensitivity of data available to external parties	Regularly patch and update software and operating systems	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Based on the provided text and the MITRE ATT&CK framework for Enterprise, what is the primary mitigation strategy suggested for the technique of adversaries gathering information about business relationships? *Options:* A) Implement strong password policies and multi-factor authentication B) Deploy intrusion detection systems and security information and event management (SIEM) tools C) Minimize the amount and sensitivity of data available to external parties D) Regularly patch and update software and operating systems *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/002	According to the MITRE ATT&CK framework for Enterprise, what is the ID and name of the technique where adversaries may use phishing emails to gather information about business relationships?	T1598, Phishing for Information	T1566, Phishing	T1594, Search Open Websites/Domains	T1591, Active Scanning	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the MITRE ATT&CK framework for Enterprise, what is the ID and name of the technique where adversaries may use phishing emails to gather information about business relationships? *Options:* A) T1598, Phishing for Information B) T1566, Phishing C) T1594, Search Open Websites/Domains D) T1591, Active Scanning *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/003	Within the context of MITRE ATT&CK, what Tactic and Technique ID (T####) best describes adversaries leveraging an organization's publicly available operational hours to optimize the timing of their attack?	TA0043 Reconnaissance	TA0006 Credential Access	TA0042 Resource Development	TA0001 Initial Access	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Within the context of MITRE ATT&CK, what Tactic and Technique ID (T####) best describes adversaries leveraging an organization's publicly available operational hours to optimize the timing of their attack? *Options:* A) TA0043 Reconnaissance B) TA0006 Credential Access C) TA0042 Resource Development D) TA0001 Initial Access *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/003	Considering the MITRE ATT&CK framework, which technique, commonly employed for gathering information about an organization's business tempo, utilizes deceptive emails or websites to trick victims into revealing sensitive data? (T1598)	Drive-by Compromise	Phishing for Information	Man-in-the-Middle	Watering Hole Attack	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Considering the MITRE ATT&CK framework, which technique, commonly employed for gathering information about an organization's business tempo, utilizes deceptive emails or websites to trick victims into revealing sensitive data? (T1598) *Options:* A) Drive-by Compromise B) Phishing for Information C) Man-in-the-Middle D) Watering Hole Attack *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/003	In the context of MITRE ATT&CK Enterprise, what specific technique (T####) is exemplified by adversaries exploiting information about a victim's hardware and software purchases to carry out a Supply Chain Compromise?	T1195	T1199	T1192	T1082	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK Enterprise, what specific technique (T####) is exemplified by adversaries exploiting information about a victim's hardware and software purchases to carry out a Supply Chain Compromise? *Options:* A) T1195 B) T1199 C) T1192 D) T1082 *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/003	According to the provided text and the MITRE ATT&CK framework, which of the following mitigation strategies is LEAST effective in preventing adversaries from gathering information about an organization's business tempo through open sources?	Implementing robust access controls on internal systems	Minimizing the amount of sensitive data shared publicly	Conducting regular security awareness training for employees	Utilizing threat intelligence to identify potential adversaries and their tactics	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the provided text and the MITRE ATT&CK framework, which of the following mitigation strategies is LEAST effective in preventing adversaries from gathering information about an organization's business tempo through open sources? *Options:* A) Implementing robust access controls on internal systems B) Minimizing the amount of sensitive data shared publicly C) Conducting regular security awareness training for employees D) Utilizing threat intelligence to identify potential adversaries and their tactics *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/003	Based on the MITRE ATT&CK framework, which of the following techniques is NOT directly facilitated by adversaries gathering information about an organization's business tempo, as per the text?	T1590 Gather Victim Network Information	T1589 Compromise Accounts	T1587 Develop Capabilities	T1596 Search Open Websites/Domains	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Based on the MITRE ATT&CK framework, which of the following techniques is NOT directly facilitated by adversaries gathering information about an organization's business tempo, as per the text? *Options:* A) T1590 Gather Victim Network Information B) T1589 Compromise Accounts C) T1587 Develop Capabilities D) T1596 Search Open Websites/Domains *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/004	In the context of MITRE ATT&CK Enterprise, adversaries leveraging information about business roles gathered via T1598.002 (Phishing for Information) for subsequent phishing attempts would primarily exemplify which technique?	T1592 (Gather Victim Host Information)	T1589.002 (Compromise Accounts: Corporate Account)	T1595.001 (Active Scanning: Scanning IP Blocks)	T1595 (Active Scanning)	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK Enterprise, adversaries leveraging information about business roles gathered via T1598.002 (Phishing for Information) for subsequent phishing attempts would primarily exemplify which technique? *Options:* A) T1592 (Gather Victim Host Information) B) T1589.002 (Compromise Accounts: Corporate Account) C) T1595.001 (Active Scanning: Scanning IP Blocks) D) T1595 (Active Scanning) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/004	According to the provided text, which MITRE ATT&CK technique, commonly employed by adversaries like HEXANE and LAPSUS$, focuses on acquiring information about individuals and their roles within a targeted organization?	T1589 (Compromise Accounts)	T1590 (Gather Victim Network Information)	T1583 (Acquire Infrastructure)	T1589.003 (Compromise Accounts: Domain Account Compromise)	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the provided text, which MITRE ATT&CK technique, commonly employed by adversaries like HEXANE and LAPSUS$, focuses on acquiring information about individuals and their roles within a targeted organization? *Options:* A) T1589 (Compromise Accounts) B) T1590 (Gather Victim Network Information) C) T1583 (Acquire Infrastructure) D) T1589.003 (Compromise Accounts: Domain Account Compromise) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/004	As per the MITRE ATT&CK framework, the act of adversaries utilizing publicly available information from sources like social media, exemplified by the provided examples of HEXANE and LAPSUS$, aligns with which specific technique under Reconnaissance?	T1594 (Search Victim-Owned Websites)	T1596 (Search Open Websites/Domains)	T1598.001 (Phishing for Information: Spear Phishing Service)	T1593 (Search Open Technical Databases)	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* As per the MITRE ATT&CK framework, the act of adversaries utilizing publicly available information from sources like social media, exemplified by the provided examples of HEXANE and LAPSUS$, aligns with which specific technique under Reconnaissance? *Options:* A) T1594 (Search Victim-Owned Websites) B) T1596 (Search Open Websites/Domains) C) T1598.001 (Phishing for Information: Spear Phishing Service) D) T1593 (Search Open Technical Databases) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/004	Which mitigation strategy, as per the document, is MOST effective in reducing the attack surface against adversaries leveraging publicly available information about business roles, as demonstrated by groups like LAPSUS$?	Implement robust spam filters to prevent phishing emails.	Deploy intrusion detection systems to identify reconnaissance activities.	Minimize the amount of sensitive data exposed on external platforms.	Conduct regular security awareness training for all employees.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which mitigation strategy, as per the document, is MOST effective in reducing the attack surface against adversaries leveraging publicly available information about business roles, as demonstrated by groups like LAPSUS$? *Options:* A) Implement robust spam filters to prevent phishing emails. B) Deploy intrusion detection systems to identify reconnaissance activities. C) Minimize the amount of sensitive data exposed on external platforms. D) Conduct regular security awareness training for all employees. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1591/004	The "Operation Dream Job" campaign, as described in the text, primarily exemplifies the use of which MITRE ATT&CK technique for initial access, leveraging gathered information about specific individuals and their roles?	T1566.002 (Phishing: Spearphishing Link)	T1199 (Trusted Relationship)	T1203 (Exploitation for Client Execution)	T1192 (Spear Phishing Link)	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* The "Operation Dream Job" campaign, as described in the text, primarily exemplifies the use of which MITRE ATT&CK technique for initial access, leveraging gathered information about specific individuals and their roles? *Options:* A) T1566.002 (Phishing: Spearphishing Link) B) T1199 (Trusted Relationship) C) T1203 (Exploitation for Client Execution) D) T1192 (Spear Phishing Link) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	In the context of MITRE ATT&CK, what is the primary objective of adversaries employing the T1598.001 (Spearphishing Attachment) technique?	A. To gain unauthorized access to a target's network or system by delivering malicious code through an email attachment.	B. To trick users into revealing sensitive information, such as credentials or financial data, by sending targeted phishing emails.	C. To disrupt the operations of an organization by overwhelming their email servers with a large volume of spam messages.	D. To spread disinformation or propaganda by sending targeted emails containing false or misleading information.	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, what is the primary objective of adversaries employing the T1598.001 (Spearphishing Attachment) technique? *Options:* A) A. To gain unauthorized access to a target's network or system by delivering malicious code through an email attachment. B) B. To trick users into revealing sensitive information, such as credentials or financial data, by sending targeted phishing emails. C) C. To disrupt the operations of an organization by overwhelming their email servers with a large volume of spam messages. D) D. To spread disinformation or propaganda by sending targeted emails containing false or misleading information. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	According to MITRE ATT&CK, which of the following groups is known to have used T1598.001 (Spearphishing Attachment) to compromise credentials?	A. APT28	B. Scattered Spider	C. ZIRCONIUM	D. All of the above	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, which of the following groups is known to have used T1598.001 (Spearphishing Attachment) to compromise credentials? *Options:* A) A. APT28 B) B. Scattered Spider C) C. ZIRCONIUM D) D. All of the above *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	In the context of MITRE ATT&CK, what is a key difference between T1598 (Phishing for Information) and T1566 (Phishing)?	A. T1598 specifically targets high-profile individuals, while T1566 is typically used against a broader audience.	B. T1598 aims to gather information from the victim, while T1566 focuses on executing malicious code.	C. T1598 relies primarily on social engineering techniques, while T1566 often involves exploiting technical vulnerabilities.	D. T1598 is typically carried out via email, while T1566 can use various communication channels.	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, what is a key difference between T1598 (Phishing for Information) and T1566 (Phishing)? *Options:* A) A. T1598 specifically targets high-profile individuals, while T1566 is typically used against a broader audience. B) B. T1598 aims to gather information from the victim, while T1566 focuses on executing malicious code. C) C. T1598 relies primarily on social engineering techniques, while T1566 often involves exploiting technical vulnerabilities. D) D. T1598 is typically carried out via email, while T1566 can use various communication channels. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	According to MITRE ATT&CK, which of the following mitigation strategies is MOST effective in detecting and preventing T1598 (Phishing for Information) attacks that involve spoofed sender addresses?	A. Implementing robust spam filters to block suspicious emails.	B. Educating users about phishing attacks and how to identify them.	C. Enforcing strong password policies and enabling multi-factor authentication.	D. Using email authentication mechanisms like SPF and DKIM to verify sender identity.	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, which of the following mitigation strategies is MOST effective in detecting and preventing T1598 (Phishing for Information) attacks that involve spoofed sender addresses? *Options:* A) A. Implementing robust spam filters to block suspicious emails. B) B. Educating users about phishing attacks and how to identify them. C) C. Enforcing strong password policies and enabling multi-factor authentication. D) D. Using email authentication mechanisms like SPF and DKIM to verify sender identity. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	Under the MITRE ATT&CK framework for Enterprise, analyzing network traffic for "uncommon data flows" primarily helps detect which technique related to T1598 (Phishing for Information)?	A. Adversaries embedding malicious links within phishing emails.	B. Victims being redirected to malicious websites through phishing links.	C. Compromised devices communicating with Command & Control servers.	D. Adversaries using social engineering to trick users into downloading malicious files.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Under the MITRE ATT&CK framework for Enterprise, analyzing network traffic for "uncommon data flows" primarily helps detect which technique related to T1598 (Phishing for Information)? *Options:* A) A. Adversaries embedding malicious links within phishing emails. B) B. Victims being redirected to malicious websites through phishing links. C) C. Compromised devices communicating with Command & Control servers. D) D. Adversaries using social engineering to trick users into downloading malicious files. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	In the context of MITRE ATT&CK, which data source is MOST valuable for detecting T1598 (Phishing for Information) attempts that involve adversaries impersonating legitimate entities to gather information?	A. Network Traffic Content	B. Application Log Content	C. Process Monitoring Data	D. DNS Query Logs	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, which data source is MOST valuable for detecting T1598 (Phishing for Information) attempts that involve adversaries impersonating legitimate entities to gather information? *Options:* A) A. Network Traffic Content B) B. Application Log Content C) C. Process Monitoring Data D) D. DNS Query Logs *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	Based on MITRE ATT&CK, how can analyzing application log content help detect and prevent T1598.002 (Spearphishing Link)?	A. By identifying suspicious email attachments from unknown senders.	B. By monitoring user activity for unauthorized access attempts.	C. By detecting and blocking known malicious URLs within email content.	D. By analyzing network traffic for suspicious data exfiltration patterns.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Based on MITRE ATT&CK, how can analyzing application log content help detect and prevent T1598.002 (Spearphishing Link)? *Options:* A) A. By identifying suspicious email attachments from unknown senders. B) B. By monitoring user activity for unauthorized access attempts. C) C. By detecting and blocking known malicious URLs within email content. D) D. By analyzing network traffic for suspicious data exfiltration patterns. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	According to MITRE ATT&CK, which of the following techniques is NOT directly associated with T1598 (Phishing for Information)?	A. T1566.001 (Spearphishing Attachment)	B. T1566.002 (Spearphishing Link)	C. T1566.003 (Spearphishing via Service)	D. T1596.002 (Compromise Accounts)	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, which of the following techniques is NOT directly associated with T1598 (Phishing for Information)? *Options:* A) A. T1566.001 (Spearphishing Attachment) B) B. T1566.002 (Spearphishing Link) C) C. T1566.003 (Spearphishing via Service) D) D. T1596.002 (Compromise Accounts) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	In the context of MITRE ATT&CK, what is the primary purpose of adversaries using T1598.003 (Spearphishing via Service) in relation to phishing for information?	A. To bypass email security filters by delivering phishing messages through legitimate third-party services.	B. To target victims through social media platforms and other online services by sending direct messages containing malicious links or content.	C. To impersonate customer support or technical assistance agents on online platforms to trick users into revealing sensitive information.	D. All of the above.	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, what is the primary purpose of adversaries using T1598.003 (Spearphishing via Service) in relation to phishing for information? *Options:* A) A. To bypass email security filters by delivering phishing messages through legitimate third-party services. B) B. To target victims through social media platforms and other online services by sending direct messages containing malicious links or content. C) C. To impersonate customer support or technical assistance agents on online platforms to trick users into revealing sensitive information. D) D. All of the above. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598	Which MITRE ATT&CK technique for Enterprise involves adversaries leveraging forged or spoofed identities to deceive recipients and automated security tools, often in conjunction with T1598 (Phishing for Information)?	A. T1059.001 (Credentials from Password Store)	B. T1564.001 (Domain Spoofing)	C. T1584.001 (Masquerading)	D. T1134.002 (Domain Trust Discovery)	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which MITRE ATT&CK technique for Enterprise involves adversaries leveraging forged or spoofed identities to deceive recipients and automated security tools, often in conjunction with T1598 (Phishing for Information)? *Options:* A) A. T1059.001 (Credentials from Password Store) B) B. T1564.001 (Domain Spoofing) C) C. T1584.001 (Masquerading) D) D. T1134.002 (Domain Trust Discovery) *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	In the context of MITRE ATT&CK, which technique ID and name corresponds to adversaries leveraging third-party services for spearphishing?	T1566 - Phishing	T1598.002 - Spearphishing Service	T1566.001 - Spearphishing Attachment	T1598 - Steal or Forge Kerberos Tickets	B	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, which technique ID and name corresponds to adversaries leveraging third-party services for spearphishing? *Options:* A) T1566 - Phishing B) T1598.002 - Spearphishing Service C) T1566.001 - Spearphishing Attachment D) T1598 - Steal or Forge Kerberos Tickets *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	According to the provided text, how might adversaries exploit social media for spearphishing purposes within the MITRE ATT&CK framework?	By creating fake accounts and sending phishing links via direct messages	By using social media platforms for mass malware distribution	By compromising legitimate social media accounts to send spearphishing messages	By exploiting vulnerabilities in social media platforms to gain unauthorized access to user accounts	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to the provided text, how might adversaries exploit social media for spearphishing purposes within the MITRE ATT&CK framework? *Options:* A) By creating fake accounts and sending phishing links via direct messages B) By using social media platforms for mass malware distribution C) By compromising legitimate social media accounts to send spearphishing messages D) By exploiting vulnerabilities in social media platforms to gain unauthorized access to user accounts *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	The MITRE ATT&CK framework highlights User Training as a mitigation technique against spearphishing. Which of the following training aspects is MOST crucial for employees to effectively identify and avoid falling victim to spearphishing attempts like those described in the text?	 Recognizing suspicious email attachments and links.	Understanding basic network security principles	Identifying social engineering tactics and manipulative language.	Being able to differentiate between HTTP and HTTPS websites.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* The MITRE ATT&CK framework highlights User Training as a mitigation technique against spearphishing. Which of the following training aspects is MOST crucial for employees to effectively identify and avoid falling victim to spearphishing attempts like those described in the text? *Options:* A)Recognizing suspicious email attachments and links. B) Understanding basic network security principles C) Identifying social engineering tactics and manipulative language. D) Being able to differentiate between HTTP and HTTPS websites. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	In the context of MITRE ATT&CK, the text mentions monitoring "social media traffic for suspicious activity" as a detection opportunity. Which of the following activities would be LEAST effective in detecting spearphishing attempts through social media, based on the information provided?	Analyzing message content for urgent requests and unusual inquiries.	Monitoring for abnormal data transfers, especially with unknown accounts.	Tracking the number of followers and likes on social media accounts.	Identifying messages requesting sensitive information or credentials.	C	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* In the context of MITRE ATT&CK, the text mentions monitoring "social media traffic for suspicious activity" as a detection opportunity. Which of the following activities would be LEAST effective in detecting spearphishing attempts through social media, based on the information provided? *Options:* A) Analyzing message content for urgent requests and unusual inquiries. B) Monitoring for abnormal data transfers, especially with unknown accounts. C) Tracking the number of followers and likes on social media accounts. D) Identifying messages requesting sensitive information or credentials. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	The text mentions monitoring network traffic for uncommon data flows as a detection method. In the context of MITRE ATT&CK, which of the following network activities would be MOST indicative of a spearphishing attack, considering the adversary's tactics described?	 Large file downloads from unknown or suspicious web servers.	DNS requests to domains with suspicious or recently registered names.	 Sudden increase in outbound network traffic from a single user.	 Anomalous SSL/TLS certificate activity, such as self-signed certificates.	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* The text mentions monitoring network traffic for uncommon data flows as a detection method. In the context of MITRE ATT&CK, which of the following network activities would be MOST indicative of a spearphishing attack, considering the adversary's tactics described? *Options:* A)Large file downloads from unknown or suspicious web servers. B) DNS requests to domains with suspicious or recently registered names. C)Sudden increase in outbound network traffic from a single user. D)Anomalous SSL/TLS certificate activity, such as self-signed certificates. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	According to MITRE ATT&CK, why is detecting spearphishing through network traffic analysis often challenging for defenders?	 Spearphishing traffic often blends in with legitimate traffic.	 Network security tools are not designed to detect spearphishing.	 Adversaries use encryption to evade detection.	 Most organizations lack the resources for effective network monitoring.	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* According to MITRE ATT&CK, why is detecting spearphishing through network traffic analysis often challenging for defenders? *Options:* A)Spearphishing traffic often blends in with legitimate traffic. B)Network security tools are not designed to detect spearphishing. C)Adversaries use encryption to evade detection. D)Most organizations lack the resources for effective network monitoring. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	The provided text mentions the use of Telegram for spearphishing in the context of C0027. What key characteristic of Telegram makes it an attractive platform for adversaries like Scattered Spider, according to MITRE ATT&CK?	 Its focus on user privacy and end-to-end encryption.	 Its large user base and global reach.	 Its integration with other popular social media platforms.	 Its open-source nature and customizable features.	A	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* The provided text mentions the use of Telegram for spearphishing in the context of C0027. What key characteristic of Telegram makes it an attractive platform for adversaries like Scattered Spider, according to MITRE ATT&CK? *Options:* A)Its focus on user privacy and end-to-end encryption. B)Its large user base and global reach. C)Its integration with other popular social media platforms. D)Its open-source nature and customizable features. *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
https://attack.mitre.org/techniques/T1598/001	Which MITRE ATT&CK technique involves adversaries creating fake social media accounts to gather information from targets, as described in the text?	 T1589 - Gather Victim Identity Information	T1596 - Search Open Websites/Domains	T1584 - Compromise Infrastructure	T1598.003 - Create Account	D	You are given a multiple-choice question from CTI. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. *Question:* Which MITRE ATT&CK technique involves adversaries creating fake social media accounts to gather information from targets, as described in the text? *Options:* A)T1589 - Gather Victim Identity Information B) T1596 - Search Open Websites/Domains C) T1584 - Compromise Infrastructure D) T1598.003 - Create Account *Important:* The last line of your answer should contain only the single letter corresponding to the best option, with no additional text.
